rfq_id,product_type,basket_type,autocall_barrier_pct,protection_barrier_pct,no_call_period_months,observation_frequency_days,quoted_implied_vol,notional_credits,counterparty,trader_id,requested_date,executed,start_date,end_date,avg_duration_months,structural_base_vol_mean,structural_base_vol_max,structural_base_vol_min,structural_base_vol_std,realized_vol_63d_mean,realized_vol_63d_max,realized_vol_63d_min,realized_vol_63d_std,n_underlyings
RFQ-010243,Death Star Phoenix Note,worst_of,0.9861,0.5914,0,30,0.1557,1000000,Banco de Coruscant,TRD-013,2024-05-06,False,,,,0.145,0.18,0.11,0.04949747468305832,0.35115641076676796,0.5147470252004241,0.1875657963331117,0.23135206560902444,2
RFQ-011426,Holocron Reverse Convertible,single,1.3009,0.8351,0,30,0.1856,500000,Chandrila Sovereign Fund,TRD-009,2024-05-06,True,2024-05-10,2032-07-20,8.49,0.18,0.18,0.18,0.0,0.5147470252004241,0.5147470252004241,0.5147470252004241,0.0,1
RFQ-015668,Mandalorian Twin-Win,single,1.2138,0.7863,0,30,0.1629,1000000,Kamino Cloning Trust,TRD-002,2024-05-06,False,,,,0.14,0.14,0.14,0.0,0.2020280543366353,0.2020280543366353,0.2020280543366353,0.0,1
RFQ-016124,Mandalorian Twin-Win,single,1.1515,0.8216,0,180,0.3161,100000,Banco de Coruscant,TRD-001,2024-05-06,True,2024-05-07,2028-06-26,16.47,0.32,0.32,0.32,0.0,0.5165497638902413,0.5165497638902413,0.5165497638902413,0.0,1
RFQ-018070,Wretched Hive Digital,worst_of,1.2941,0.6,0,30,0.1356,250000,Jabba Asset Management,TRD-016,2024-05-06,True,2024-05-09,2032-08-20,83.67,0.125,0.14,0.11,0.02121320343559644,0.1947969253348735,0.2020280543366353,0.1875657963331117,0.010226360705560942,2
RFQ-023601,Wretched Hive Digital,worst_of,1.3861,0.6,0,30,0.2522,100000,Kamino Cloning Trust,TRD-009,2024-05-06,False,,,,0.235,0.32,0.15,0.12020815280171307,0.4062456886442193,0.5165497638902413,0.2959416133981973,0.1559935191979467,2
RFQ-003048,Wretched Hive Digital,worst_of,1.1906,0.6,0,30,0.3223,500000,Banco de Coruscant,TRD-012,2024-05-07,True,2024-05-10,2033-03-01,46.38,0.3,0.42,0.18,0.16970562748477142,0.5837885236236602,0.6523511825865063,0.515225864660814,0.09696224217761829,2
RFQ-003307,Holocron Reverse Convertible,single,1.1809,0.7314,0,90,0.5779,500000,Jabba Asset Management,TRD-001,2024-05-07,False,,,,0.5,0.5,0.5,0.0,0.9802717044304669,0.9802717044304669,0.9802717044304669,0.0,1
RFQ-005271,Holocron Reverse Convertible,single,1.3806,0.7059,0,365,0.3354,250000,Nal Hutta Traders,TRD-024,2024-05-07,False,,,,0.35,0.35,0.35,0.0,0.6486985008597389,0.6486985008597389,0.6486985008597389,0.0,1
RFQ-006334,Mandalorian Twin-Win,single,1.1658,0.8475,0,90,0.4984,250000,First Order Financial,TRD-006,2024-05-07,False,,,,0.42,0.42,0.42,0.0,0.6523511825865063,0.6523511825865063,0.6523511825865063,0.0,1
RFQ-006711,Wretched Hive Digital,worst_of,1.2734,0.6,0,60,0.2604,250000,Corellian Capital,TRD-015,2024-05-07,False,,,,0.30000000000000004,0.32,0.28,0.02828427124746191,0.4502041361296372,0.5104289389704822,0.3899793332887922,0.08517073296876874,2
RFQ-008302,Kessel Run Snowball,worst_of,1.0,0.6084,4,90,0.2149,1000000,Corellian Capital,TRD-037,2024-05-07,False,,,,0.205,0.3,0.11,0.13435028842544403,0.32209879890452964,0.457036594129842,0.1871610036792173,0.19083086008436018,2
RFQ-008598,Wretched Hive Digital,worst_of,1.3849,0.6,0,30,0.1366,250000,Nal Hutta Traders,TRD-008,2024-05-07,True,2024-05-11,2027-08-15,32.91,0.16,0.18,0.14,0.028284271247461888,0.36036414788196647,0.515225864660814,0.205502431103119,0.21900754016102722,2
RFQ-013191,Holocron Reverse Convertible,single,1.3511,0.7301,0,30,0.3541,100000,Chandrila Sovereign Fund,TRD-004,2024-05-07,False,,,,0.32,0.32,0.32,0.0,0.5104289389704822,0.5104289389704822,0.5104289389704822,0.0,1
RFQ-016744,Sith Eternal Snowball,worst_of,1.0,0.6374,6,90,0.3823,1000000,Jabba Asset Management,TRD-031,2024-05-07,True,2024-05-09,2032-12-03,95.73,0.39666666666666667,0.5,0.27,0.11676186592091328,0.6864700077072007,0.9802717044304669,0.426787136104629,0.2783152214925051,3
RFQ-020359,Death Star Phoenix Note,worst_of,0.9688,0.6166,0,90,0.1777,100000,First Order Financial,TRD-024,2024-05-07,True,2024-05-12,2029-07-31,18.77,0.2,0.22,0.18,0.028284271247461894,0.43462882814777903,0.515225864660814,0.354031791634744,0.11398142212381364,2
RFQ-020750,Mandalorian Twin-Win,single,1.2783,0.7843,0,180,0.3281,250000,Jabba Asset Management,TRD-036,2024-05-07,True,2024-05-08,2028-11-11,17.84,0.3,0.3,0.3,0.0,0.457036594129842,0.457036594129842,0.457036594129842,0.0,1
RFQ-024537,Sith Eternal Snowball,worst_of,1.0,0.5772,1,180,0.2457,100000,Banco de Coruscant,TRD-018,2024-05-07,False,,,,0.27,0.31,0.22,0.045825756949558406,0.410932598442016,0.4887866704025119,0.354031791634744,0.06977821170225654,3
RFQ-000005,Holocron Reverse Convertible,single,1.3492,0.7391,0,90,0.2032,500000,Jabba Asset Management,TRD-003,2024-05-08,False,,,,0.22,0.22,0.22,0.0,0.3511844241387385,0.3511844241387385,0.3511844241387385,0.0,1
RFQ-002696,Death Star Phoenix Note,worst_of,1.0442,0.5753,2,90,0.4053,250000,Chandrila Sovereign Fund,TRD-010,2024-05-08,True,2024-05-11,2026-08-07,19.91,0.36,0.42,0.3,0.08485281374238571,0.5586124165299174,0.6606174721336707,0.4566073609261641,0.14425693306544962,2
RFQ-004938,Sith Eternal Snowball,worst_of,1.0,0.6245,1,180,0.3512,100000,Corellian Capital,TRD-026,2024-05-08,True,2024-05-12,2027-04-03,35.12,0.29333333333333333,0.42,0.15,0.13576941236277534,0.482165724605144,0.6606174721336707,0.2971748310828099,0.18180953950838902,3
RFQ-005716,Sith Eternal Snowball,worst_of,1.0,0.606,2,180,0.275,500000,Jabba Asset Management,TRD-032,2024-05-08,True,2024-05-08,2030-02-15,51.5,0.24,0.35,0.11,0.12124355652982141,0.4505576256355123,0.667338984589777,0.1880641054592914,0.24288537153165896,3
RFQ-005805,Holocron Reverse Convertible,single,1.3319,0.7728,0,365,0.3646,100000,Chandrila Sovereign Fund,TRD-012,2024-05-08,False,,,,0.32,0.32,0.32,0.0,0.5081247353825072,0.5081247353825072,0.5081247353825072,0.0,1
RFQ-006643,Mandalorian Twin-Win,single,1.3524,0.8144,0,60,0.4593,100000,Corellian Capital,TRD-006,2024-05-08,False,,,,0.5,0.5,0.5,0.0,0.9792279320246609,0.9792279320246609,0.9792279320246609,0.0,1
RFQ-007100,Death Star Phoenix Note,worst_of,0.9906,0.6128,1,30,0.3876,100000,First Order Financial,TRD-010,2024-05-08,True,2024-05-09,2033-09-21,47.48,0.33999999999999997,0.42,0.26,0.1131370849898476,0.5784436294955696,0.6606174721336707,0.4962697868574685,0.11621136273111513,2
RFQ-011665,Mandalorian Twin-Win,single,1.3963,0.813,0,90,0.2241,250000,Corellian Capital,TRD-034,2024-05-08,False,,,,0.26,0.26,0.26,0.0,0.4962697868574685,0.4962697868574685,0.4962697868574685,0.0,1
RFQ-014569,Death Star Phoenix Note,worst_of,1.0371,0.6949,2,30,0.2208,500000,Alderaan Wealth Partners,TRD-015,2024-05-08,False,,,,0.2,0.22,0.18,0.028284271247461894,0.43404395203789164,0.5169034799370448,0.3511844241387385,0.1171810681268142,2
RFQ-016502,Mandalorian Twin-Win,single,1.1983,0.8487,0,90,0.1074,100000,Kamino Cloning Trust,TRD-035,2024-05-08,False,,,,0.11,0.11,0.11,0.0,0.1880641054592914,0.1880641054592914,0.1880641054592914,0.0,1
RFQ-019575,Wretched Hive Digital,worst_of,1.1911,0.6,0,90,0.3334,250000,Corellian Capital,TRD-014,2024-05-08,True,2024-05-11,2028-09-08,41.08,0.28,0.42,0.14,0.1979898987322333,0.433004649398533,0.6606174721336707,0.2053918266633953,0.3218931408820549,2
RFQ-019960,Holocron Reverse Convertible,single,1.1724,0.7324,0,30,0.2628,100000,First Order Financial,TRD-030,2024-05-08,False,,,,0.26,0.26,0.26,0.0,0.4962697868574685,0.4962697868574685,0.4962697868574685,0.0,1
RFQ-022912,Mandalorian Twin-Win,single,1.287,0.7954,0,60,0.3229,1000000,Banco de Coruscant,TRD-014,2024-05-08,True,2024-05-10,2031-04-21,16.63,0.27,0.27,0.27,0.0,0.4260078742161534,0.4260078742161534,0.4260078742161534,0.0,1
RFQ-024783,Mandalorian Twin-Win,single,1.3515,0.8385,0,30,0.2103,2000000,First Order Financial,TRD-001,2024-05-08,True,2024-05-13,2026-08-26,15.99,0.22,0.22,0.22,0.0,0.3511844241387385,0.3511844241387385,0.3511844241387385,0.0,1
RFQ-002923,Mandalorian Twin-Win,single,1.1505,0.8115,0,30,0.1161,2000000,Corellian Capital,TRD-013,2024-05-09,True,2024-05-11,2032-01-01,35.55,0.11,0.11,0.11,0.0,0.1878064549128962,0.1878064549128962,0.1878064549128962,0.0,1
RFQ-005388,Mandalorian Twin-Win,single,1.1615,0.7897,0,30,0.5402,250000,Banco de Coruscant,TRD-033,2024-05-09,False,,,,0.5,0.5,0.5,0.0,0.9886844167977544,0.9886844167977544,0.9886844167977544,0.0,1
RFQ-009364,Wretched Hive Digital,worst_of,1.1517,0.6,0,60,0.2629,250000,Jabba Asset Management,TRD-016,2024-05-09,False,,,,0.22,0.3,0.14,0.11313708498984758,0.3350564201832176,0.4572692116347197,0.2128436287317155,0.1728349871661889,2
RFQ-011373,Wretched Hive Digital,worst_of,1.3491,0.6,0,180,0.2534,250000,Jabba Asset Management,TRD-005,2024-05-09,False,,,,0.28,0.42,0.14,0.1979898987322333,0.4392974001702307,0.665751171608746,0.2128436287317155,0.3202539948188853,2
RFQ-011608,Mandalorian Twin-Win,single,1.2696,0.8376,0,180,0.3148,100000,Kamino Cloning Trust,TRD-016,2024-05-09,True,2024-05-11,2028-05-18,16.98,0.32,0.32,0.32,0.0,0.5036091583696556,0.5036091583696556,0.5036091583696556,0.0,1
RFQ-014923,Wretched Hive Digital,worst_of,1.3021,0.6,0,30,0.2042,500000,Jabba Asset Management,TRD-017,2024-05-09,False,,,,0.23,0.28,0.18,0.07071067811865478,0.4529592345791596,0.5131739390327603,0.3927445301255589,0.08515645169256975,2
RFQ-015669,Mandalorian Twin-Win,single,1.2613,0.8105,0,30,0.1956,100000,Chandrila Sovereign Fund,TRD-016,2024-05-09,False,,,,0.18,0.18,0.18,0.0,0.5131739390327603,0.5131739390327603,0.5131739390327603,0.0,1
RFQ-017723,Kessel Run Snowball,worst_of,1.0,0.5131,6,90,0.2373,100000,First Order Financial,TRD-033,2024-05-09,True,2024-05-11,2032-10-30,41.44,0.22,0.26,0.18,0.05656854249492382,0.503958206126214,0.5131739390327603,0.4947424732196678,0.013033014463645702,2
RFQ-018143,Holocron Reverse Convertible,single,1.1686,0.7302,0,30,0.1605,100000,Nal Hutta Traders,TRD-002,2024-05-09,False,,,,0.18,0.18,0.18,0.0,0.5131739390327603,0.5131739390327603,0.5131739390327603,0.0,1
RFQ-021708,Holocron Reverse Convertible,single,1.3012,0.7537,0,90,0.1707,100000,Jabba Asset Management,TRD-003,2024-05-09,False,,,,0.15,0.15,0.15,0.0,0.2967007859650609,0.2967007859650609,0.2967007859650609,0.0,1
RFQ-022210,Kessel Run Snowball,worst_of,1.0,0.577,5,90,0.1556,500000,Nal Hutta Traders,TRD-014,2024-05-09,True,2024-05-12,2028-06-12,19.31,0.145,0.18,0.11,0.049497474683058325,0.35049019697282824,0.5131739390327603,0.1878064549128962,0.23006955439876225,2
RFQ-023371,Kessel Run Snowball,worst_of,1.0,0.5256,6,30,0.1956,500000,Jabba Asset Management,TRD-002,2024-05-09,False,,,,0.185,0.26,0.11,0.10606601717798214,0.341274464066282,0.4947424732196678,0.1878064549128962,0.2170365399351165,2
RFQ-023691,Death Star Phoenix Note,worst_of,0.9542,0.572,2,30,0.3415,500000,First Order Financial,TRD-025,2024-05-09,True,2024-05-12,2032-05-05,59.97,0.385,0.5,0.27,0.1626345596729059,0.7126094937394266,0.9886844167977544,0.4365345706810988,0.3904289004201959,2
RFQ-023905,Holocron Reverse Convertible,single,1.3794,0.7612,0,90,0.2794,2000000,First Order Financial,TRD-025,2024-05-09,False,,,,0.31,0.31,0.31,0.0,0.4821771718007164,0.4821771718007164,0.4821771718007164,0.0,1
RFQ-001309,Holocron Reverse Convertible,single,1.3899,0.7774,0,60,0.2439,250000,Nal Hutta Traders,TRD-034,2024-05-10,False,,,,0.27,0.27,0.27,0.0,0.4366052081475745,0.4366052081475745,0.4366052081475745,0.0,1
RFQ-006242,Death Star Phoenix Note,worst_of,0.9767,0.6462,2,60,0.2908,250000,Chandrila Sovereign Fund,TRD-004,2024-05-10,True,2024-05-13,2034-04-11,46.98,0.27,0.32,0.22,0.07071067811865477,0.42706489835243344,0.5028429152371037,0.3512868814677632,0.10716629920803804,2
RFQ-007685,Wretched Hive Digital,worst_of,1.3657,0.6,0,90,0.3719,500000,Banco de Coruscant,TRD-014,2024-05-10,True,2024-05-15,2028-08-02,43.43,0.33999999999999997,0.42,0.26,0.1131370849898476,0.5662382595076529,0.661679362728235,0.470797156287071,0.13497410258239761,2
RFQ-008544,Kessel Run Snowball,worst_of,1.0,0.5884,5,365,0.2743,100000,Nal Hutta Traders,TRD-011,2024-05-10,False,,,,0.265,0.31,0.22,0.06363961030678926,0.41281460882065824,0.4743423361735532,0.3512868814677632,0.08701334648445813,2
RFQ-010871,Wretched Hive Digital,worst_of,1.3871,0.6,0,180,0.1801,250000,Banco de Coruscant,TRD-020,2024-05-10,True,2024-05-12,2031-01-16,70.69,0.195,0.28,0.11,0.1202081528017131,0.2920653655219715,0.3963089544933872,0.1878217765505557,0.14742269731382257,2
RFQ-011145,Wretched Hive Digital,worst_of,1.218,0.6,0,90,0.1488,1000000,Kamino Cloning Trust,TRD-017,2024-05-10,True,2024-05-11,2033-06-25,80.51,0.165,0.22,0.11,0.07778174593052023,0.26955432900915943,0.3512868814677632,0.1878217765505557,0.11558728417432786,2
RFQ-011391,Mandalorian Twin-Win,single,1.3476,0.8071,0,90,0.4825,500000,Nal Hutta Traders,TRD-031,2024-05-10,False,,,,0.5,0.5,0.5,0.0,0.9921015349191866,0.9921015349191866,0.9921015349191866,0.0,1
RFQ-012636,Sith Eternal Snowball,worst_of,1.0,0.5517,6,30,0.2209,500000,Banco de Coruscant,TRD-028,2024-05-10,False,,,,0.25,0.31,0.18,0.06557438524302002,0.48472325971025615,0.5090302866701443,0.470797156287071,0.021125002836175546,3
RFQ-013593,Holocron Reverse Convertible,single,1.2962,0.7819,0,30,0.1583,250000,Kamino Cloning Trust,TRD-028,2024-05-10,True,2024-05-11,2034-04-05,33.47,0.15,0.15,0.15,0.0,0.3016078427573097,0.3016078427573097,0.3016078427573097,0.0,1
RFQ-015601,Death Star Phoenix Note,worst_of,0.9776,0.6102,3,30,0.3202,100000,Corellian Capital,TRD-015,2024-05-10,False,,,,0.27,0.28,0.26,0.014142135623730963,0.4335530553902291,0.470797156287071,0.3963089544933872,0.05267111260670574,2
RFQ-022729,Death Star Phoenix Note,worst_of,1.0418,0.6547,0,30,0.231,1000000,Banco de Coruscant,TRD-021,2024-05-10,True,2024-05-12,2032-06-12,44.19,0.225,0.31,0.14,0.12020815280171307,0.3422095721522971,0.4743423361735532,0.210076808131041,0.1868639469127041,2
RFQ-023495,Kessel Run Snowball,worst_of,1.0,0.639,3,90,0.2707,500000,First Order Financial,TRD-034,2024-05-10,True,2024-05-10,2028-03-25,24.32,0.3,0.42,0.18,0.16970562748477142,0.5853548246991896,0.661679362728235,0.5090302866701443,0.10793919682253703,2
RFQ-023877,Kessel Run Snowball,worst_of,1.0,0.5865,5,90,0.1861,1000000,Chandrila Sovereign Fund,TRD-035,2024-05-10,True,2024-05-15,2030-06-13,45.0,0.2,0.26,0.14,0.08485281374238571,0.340436982209056,0.470797156287071,0.210076808131041,0.1843571261744464,2
RFQ-001195,Sith Eternal Snowball,worst_of,1.0,0.6453,6,90,0.1956,100000,Alderaan Wealth Partners,TRD-026,2024-05-13,True,2024-05-17,2030-01-24,55.78,0.19000000000000003,0.28,0.14,0.07810249675906655,0.30510125314123865,0.3971344567840069,0.2206160591304694,0.08850093510577535,3
RFQ-001231,Mandalorian Twin-Win,single,1.3695,0.8184,0,30,0.1676,250000,Nal Hutta Traders,TRD-007,2024-05-13,True,2024-05-17,2027-08-24,9.28,0.18,0.18,0.18,0.0,0.5090498850311121,0.5090498850311121,0.5090498850311121,0.0,1
RFQ-002804,Sith Eternal Snowball,worst_of,1.0,0.5692,0,90,0.2135,500000,Banco de Coruscant,TRD-030,2024-05-13,True,2024-05-18,2031-01-28,54.06,0.22666666666666666,0.3,0.11,0.10214368964029709,0.35955450034580655,0.4591882949855239,0.1883003074961399,0.1489704216323695,3
RFQ-003209,Kessel Run Snowball,worst_of,1.0,0.6103,6,30,0.1867,2000000,Chandrila Sovereign Fund,TRD-008,2024-05-13,True,2024-05-16,2029-09-05,21.15,0.16499999999999998,0.18,0.15,0.021213203435596434,0.40330156427017594,0.5090498850311121,0.2975532435092397,0.14955070941829635,2
RFQ-004412,Sith Eternal Snowball,worst_of,1.0,0.5979,6,30,0.1811,100000,Banco de Coruscant,TRD-021,2024-05-13,True,2024-05-18,2029-03-05,31.02,0.18000000000000002,0.22,0.14,0.04,0.36016939513266566,0.5090498850311121,0.2206160591304694,0.14444294662867352,3
RFQ-004796,Wretched Hive Digital,worst_of,1.2974,0.6,0,30,0.3061,100000,Banco de Coruscant,TRD-016,2024-05-13,False,,,,0.265,0.31,0.22,0.06363961030678926,0.4135154215264306,0.4761886018164459,0.3508422412364154,0.08863326156319375,2
RFQ-005477,Kessel Run Snowball,worst_of,1.0,0.5624,6,90,0.2081,250000,Jabba Asset Management,TRD-023,2024-05-13,True,2024-05-15,2027-02-24,26.82,0.215,0.32,0.11,0.14849242404917498,0.3377283366965258,0.4871563658969117,0.1883003074961399,0.2113231454938686,2
RFQ-008924,Wretched Hive Digital,worst_of,1.2301,0.6,0,60,0.3586,500000,Kamino Cloning Trust,TRD-012,2024-05-13,True,2024-05-18,2026-11-10,26.38,0.385,0.42,0.35,0.04949747468305835,0.6627800631175278,0.6667064685959744,0.6588536576390813,0.005552775878995059,2
RFQ-009239,Mandalorian Twin-Win,single,1.3141,0.7653,0,60,0.1964,100000,Jabba Asset Management,TRD-020,2024-05-13,False,,,,0.18,0.18,0.18,0.0,0.5090498850311121,0.5090498850311121,0.5090498850311121,0.0,1
RFQ-009541,Mandalorian Twin-Win,single,1.1505,0.8053,0,90,0.2206,250000,Jabba Asset Management,TRD-032,2024-05-13,False,,,,0.22,0.22,0.22,0.0,0.3508422412364154,0.3508422412364154,0.3508422412364154,0.0,1
RFQ-010534,Kessel Run Snowball,worst_of,1.0,0.5713,6,90,0.2209,250000,Jabba Asset Management,TRD-015,2024-05-13,True,2024-05-14,2029-01-26,35.69,0.21000000000000002,0.28,0.14,0.09899494936611666,0.30887525795723814,0.3971344567840069,0.2206160591304694,0.12481735598499992,2
RFQ-010601,Mandalorian Twin-Win,single,1.3031,0.7991,0,90,0.2057,1000000,Kamino Cloning Trust,TRD-015,2024-05-13,False,,,,0.18,0.18,0.18,0.0,0.5090498850311121,0.5090498850311121,0.5090498850311121,0.0,1
RFQ-011628,Wretched Hive Digital,worst_of,1.1763,0.6,0,90,0.2097,500000,Alderaan Wealth Partners,TRD-005,2024-05-13,True,2024-05-18,2029-02-06,42.46,0.22999999999999998,0.35,0.11,0.16970562748477142,0.4235769825676106,0.6588536576390813,0.1883003074961399,0.33273146479612176,2
RFQ-011753,Death Star Phoenix Note,worst_of,1.0135,0.6712,1,30,0.3723,100000,Jabba Asset Management,TRD-007,2024-05-13,True,2024-05-13,2027-09-26,17.86,0.385,0.42,0.35,0.04949747468305835,0.6627800631175278,0.6667064685959744,0.6588536576390813,0.005552775878995059,2
RFQ-018499,Kessel Run Snowball,worst_of,1.0,0.6252,3,90,0.3076,1000000,Nal Hutta Traders,TRD-015,2024-05-13,False,,,,0.265,0.35,0.18,0.12020815280171304,0.5839517713350968,0.6588536576390813,0.5090498850311121,0.10592726345842254,2
RFQ-018737,Wretched Hive Digital,worst_of,1.332,0.6,0,180,0.1775,100000,Kamino Cloning Trust,TRD-018,2024-05-13,True,2024-05-17,2026-11-03,27.32,0.185,0.26,0.11,0.10606601717798214,0.32827151760889284,0.4682427277216458,0.1883003074961399,0.19794918368322933,2
RFQ-021289,Sith Eternal Snowball,worst_of,1.0,0.5823,4,90,0.3202,100000,First Order Financial,TRD-037,2024-05-13,True,2024-05-14,2029-06-22,43.1,0.35000000000000003,0.42,0.31,0.060827625302982184,0.5433504787697773,0.6667064685959744,0.4761886018164459,0.1069700805446636,3
RFQ-021425,Death Star Phoenix Note,worst_of,1.0106,0.6766,1,180,0.2968,2000000,Corellian Capital,TRD-032,2024-05-13,False,,,,0.28500000000000003,0.31,0.26,0.03535533905932735,0.47221566476904586,0.4761886018164459,0.4682427277216458,0.005618581454887654,2
RFQ-022977,Death Star Phoenix Note,worst_of,1.0272,0.6604,0,180,0.2203,2000000,Nal Hutta Traders,TRD-021,2024-05-13,False,,,,0.22499999999999998,0.3,0.15,0.10606601717798214,0.3783707692473818,0.4591882949855239,0.2975532435092397,0.11429324097631724,2
RFQ-024176,Kessel Run Snowball,worst_of,1.0,0.5234,5,90,0.2329,100000,Kamino Cloning Trust,TRD-038,2024-05-13,True,2024-05-13,2033-12-17,62.09,0.26,0.3,0.22,0.05656854249492378,0.40501526811096966,0.4591882949855239,0.3508422412364154,0.07661222932079675,2
RFQ-000837,Kessel Run Snowball,worst_of,1.0,0.55,3,365,0.4081,2000000,Alderaan Wealth Partners,TRD-034,2024-05-14,True,2024-05-15,2033-10-12,93.68,0.36,0.42,0.3,0.08485281374238571,0.5665021928622209,0.6658358277752406,0.4671685579492012,0.14047897369381007,2
RFQ-002929,Wretched Hive Digital,worst_of,1.1588,0.6,0,90,0.2824,2000000,Kamino Cloning Trust,TRD-010,2024-05-14,True,2024-05-17,2033-05-29,71.48,0.285,0.35,0.22,0.09192388155425116,0.5053827664693238,0.6592942203683266,0.351471312570321,0.21766366550853114,2
RFQ-008405,Holocron Reverse Convertible,single,1.1507,0.7043,0,90,0.1269,250000,Alderaan Wealth Partners,TRD-035,2024-05-14,False,,,,0.11,0.11,0.11,0.0,0.1887563216554665,0.1887563216554665,0.1887563216554665,0.0,1
RFQ-009241,Kessel Run Snowball,worst_of,1.0,0.5073,4,90,0.3173,100000,Banco de Coruscant,TRD-012,2024-05-14,False,,,,0.32,0.5,0.14,0.2545584412271571,0.6085462978996109,0.9775214158150942,0.2395711799841276,0.5218096159342885,2
RFQ-009916,Death Star Phoenix Note,worst_of,0.9511,0.5656,1,180,0.367,500000,Corellian Capital,TRD-028,2024-05-14,False,,,,0.37,0.42,0.32,0.07071067811865474,0.580602460488566,0.6658358277752406,0.4953690932018915,0.12053818398354252,2
RFQ-009948,Sith Eternal Snowball,worst_of,1.0,0.5713,1,1,0.3622,500000,Kamino Cloning Trust,TRD-020,2024-05-14,True,2024-05-14,2029-11-23,33.08,0.3333333333333333,0.42,0.27,0.07767453465154026,0.533287545560509,0.6658358277752406,0.4318093659485826,0.12006710484386515,3
RFQ-010778,Death Star Phoenix Note,worst_of,0.9528,0.6462,2,90,0.3335,500000,First Order Financial,TRD-009,2024-05-14,False,,,,0.33999999999999997,0.42,0.26,0.1131370849898476,0.5748029759707096,0.6658358277752406,0.4837701241661785,0.12873989364346788,2
RFQ-011679,Kessel Run Snowball,worst_of,1.0,0.5383,3,90,0.2671,250000,Nal Hutta Traders,TRD-023,2024-05-14,False,,,,0.305,0.31,0.3,0.007071067811865481,0.4846930004534523,0.5022174429577034,0.4671685579492012,0.02478330426253945,2
RFQ-014136,Holocron Reverse Convertible,single,1.2655,0.7539,0,30,0.2556,250000,Alderaan Wealth Partners,TRD-029,2024-05-14,False,,,,0.3,0.3,0.3,0.0,0.4671685579492012,0.4671685579492012,0.4671685579492012,0.0,1
RFQ-018559,Wretched Hive Digital,worst_of,1.3644,0.6,0,180,0.2581,100000,Kamino Cloning Trust,TRD-008,2024-05-14,True,2024-05-18,2026-12-02,28.99,0.25,0.35,0.15,0.14142135623730948,0.47847012273112116,0.6592942203683266,0.2976460250939157,0.25572389128241274,2
RFQ-022144,Wretched Hive Digital,worst_of,1.2959,0.6,0,90,0.3157,100000,Jabba Asset Management,TRD-020,2024-05-14,True,2024-05-17,2029-12-28,56.77,0.28500000000000003,0.3,0.27,0.021213203435596427,0.4494889619488919,0.4671685579492012,0.4318093659485826,0.02500272444091452,2
RFQ-023326,Holocron Reverse Convertible,single,1.3047,0.8128,0,365,0.2016,100000,Banco de Coruscant,TRD-037,2024-05-14,True,2024-05-17,2032-08-19,30.69,0.18,0.18,0.18,0.0,0.5089842140702258,0.5089842140702258,0.5089842140702258,0.0,1
RFQ-004624,Sith Eternal Snowball,worst_of,1.0,0.6016,1,60,0.3207,250000,Chandrila Sovereign Fund,TRD-016,2024-05-15,False,,,,0.2833333333333334,0.32,0.26,0.03214550253664319,0.47355189799518155,0.503609772651335,0.4313582783845244,0.037623487812101016,3
RFQ-005313,Holocron Reverse Convertible,single,1.3403,0.7937,0,30,0.1378,250000,Kamino Cloning Trust,TRD-021,2024-05-15,True,2024-05-17,2030-01-20,35.53,0.15,0.15,0.15,0.0,0.2997622381188162,0.2997622381188162,0.2997622381188162,0.0,1
RFQ-005770,Sith Eternal Snowball,worst_of,1.0,0.6288,4,30,0.2594,500000,Chandrila Sovereign Fund,TRD-035,2024-05-15,True,2024-05-18,2029-07-19,48.33,0.2733333333333334,0.42,0.14,0.14047538337136983,0.47071810283242904,0.6868463392326536,0.2396203263149484,0.22398848632476284,3
RFQ-007395,Death Star Phoenix Note,worst_of,1.0219,0.6403,3,90,0.3826,250000,Chandrila Sovereign Fund,TRD-015,2024-05-15,False,,,,0.4,0.5,0.3,0.14142135623730953,0.7389833628688246,0.9782907568015136,0.4996759689361357,0.3384317620757696,2
RFQ-007776,Kessel Run Snowball,worst_of,1.0,0.5607,5,90,0.1599,250000,Kamino Cloning Trust,TRD-008,2024-05-15,False,,,,0.185,0.22,0.15,0.04949747468305833,0.32594132029116707,0.3521204024635179,0.2997622381188162,0.03702281305861829,2
RFQ-008045,Mandalorian Twin-Win,single,1.2443,0.7828,0,180,0.1115,500000,Chandrila Sovereign Fund,TRD-031,2024-05-15,True,2024-05-17,2027-11-21,33.06,0.11,0.11,0.11,0.0,0.1886394171734173,0.1886394171734173,0.1886394171734173,0.0,1
RFQ-017018,Kessel Run Snowball,worst_of,1.0,0.5854,3,90,0.39,500000,Nal Hutta Traders,TRD-039,2024-05-15,False,,,,0.425,0.5,0.35,0.10606601717798214,0.8170135275246849,0.9782907568015136,0.6557362982478563,0.22808044494524626,2
RFQ-017917,Sith Eternal Snowball,worst_of,1.0,0.6095,0,30,0.2969,500000,Nal Hutta Traders,TRD-016,2024-05-15,True,2024-05-16,2032-07-06,54.55,0.32,0.35,0.3,0.02645751311064587,0.5576443888262267,0.6557362982478563,0.4996759689361357,0.08541737180083031,3
RFQ-018529,Mandalorian Twin-Win,single,1.3172,0.8008,0,365,0.3275,250000,Alderaan Wealth Partners,TRD-015,2024-05-15,True,2024-05-15,2030-03-15,29.97,0.28,0.28,0.28,0.0,0.3999799854981887,0.3999799854981887,0.3999799854981887,0.0,1
